Licence Num,Licensee,Trading As,Category,Trading Hours,After 11 pm,Suburb,Latitude,Longitude,Postal Address,Postal Suburb,Postal Postcode,Council,Region,Metro/Regional,Gaming,geom,geom_suburb
36141422,CELESTE CATERING PTY LTD,CELESTE CATERING PTY LTD,Limited Licence,Limited licence,Bottle shop,GLENROY,-37.70174905,144.95375104,79-83 FALCONER STREET,WEST RYDE,2114,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.95375104 -37.70174905),Moreland - North
36141901,PROVENANCE FOOD & WINE CO PTY LTD,BAR LIBERTY,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.798956,144.982814,234 JOHNSTON ST,FITZROY,3065,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.982814 -37.798956),Yarra - North
36141927,PURCELL LISA,MELBOURNE TRAM BOAT CRUISES,Limited Licence,Limited licence,Bottle shop,DOCKLANDS,-37.81595092,144.94486923,PO BOX 3021,STRATHMORE,3041,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.94486923 -37.81595092),Melbourne - Southbank - Docklands
36142038,LEE CHOONG HYUN,CHICKEN EPISODE,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.86460975,144.98188588,2 KURRAJONG CLOSE,VIEWBANK,3084,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.98188588 -37.86460975),Port Phillip - St Kilda
36142088,FUSION KRAFT PTY LTD,SHIRAAZ AT CBD FINE INDIAN CUISINE,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81879631,144.95992415,7 DIANELLA STREET,POINT COOK,3030,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.95992415 -37.81879631),Melbourne - Inner
36142135,BRIGHTON UNION CRICKET CLUB INC,BRIGHTON UNION CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,BRIGHTON EAST,-37.911018,145.013847,28 ROSE STREET,BENTLEIGH,3204,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.013847 -37.911018),Bayside  - Brighton
36142185,BLUETIDE HOLDINGS PTY LTD,CRUZY CRUISES,Limited Licence,Limited licence,Bottle shop,WILLIAMSTOWN,-37.862915,144.908315,13 MCFARLAND STREET,BACCHUS MARSH,3340,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.908315 -37.862915),Hobsons Bay - Williamstown
36142290,TUTEJA AMIT,TANDOORI TIMES,Limited Licence,Limited licence,Bottle shop,YARRAVILLE,-37.81672735,144.8902135,45 ANDERSON STREET,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.8902135 -37.81672735),Maribyrnong
36142321,BRIDGE RD PTY LTD,ROMULUS & REMUS RICHMOND,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.82029027,145.01368741,648 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.01368741 -37.82029027),Yarra - Richmond
36142371,RESIDENCES FUND NO. 6 PTY LTD,FEDERATION RESIDENTIAL VILLAGE WERRIBEE,Limited Licence,Limited licence,Bottle shop,WERRIBEE,-37.89570685,144.6648739,2A RAILWAY AVE,WERRIBEE,3030,WYNDHAM CITY COUNCIL,Metro West,Metro,N,POINT (144.6648739 -37.89570685),Wyndham - North
36140248,COONAWARRA ESTATE PTY LTD,COONAWARRA ESTATE PTY LTD,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.8446455,144.97906955,"SUITE 10, LEVEL 2 517 ST KILDA RD",MELBOURNE SOUTH,3004,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.97906955 -37.8446455),Port Phillip - West
36140272,CAMPBELL BURTON WINES PTY LTD,COLMAR BRUNTON WINES PTY LTD,Limited Licence,Limited licence,Bottle shop,NORTHCOTE,-37.777511,144.99091299999998,7 BRIDGE STREET,NORTHCOTE,3070,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (144.990913 -37.777511),Darebin- Northcote
36140387,SHIV CHAHAL PTY LTD,SAZIO RESTAURANT BAR & CAFE,Limited Licence,Limited licence,Bottle shop,BLACK ROCK,-37.97369575,145.01628996,41B BLUFF RD,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.01628996 -37.97369575),Bayside  - South
36140426,MELBOURNE CRICKET CLUB BOWLS SECTION INC,MELBOURNE CRICKET CLUB BOWLS SECTION,Limited Licence,Limited licence,Bottle shop,HAWTHORN,-37.82499988,145.03510011,PO BOX 977,HAWTHORN,3122,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.03510011 -37.82499988),Boroondara  - Hawthorn
36140492,COLOMBO'S HAWTHORN PTY LTD,COLOMBO'S PIZZA PASTA BAR,Limited Licence,Limited licence,Bottle shop,HAWTHORN,-37.815241,145.036528,"SHOP 4, 813 GLENFERRIE ROAD",HAWTHORN,3122,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.036528 -37.815241),Boroondara  - Hawthorn
36140573,AUSTRALIAN AIRCONDITIONING DISTRIBUTORS PTY LTD,AUSTRALIAN AIRCONDITIONING DISTRIBUTORS PTY LTD,Limited Licence,Limited licence,Bottle shop,CLAYTON,-37.92876471,145.13613243,57-63 MCNAUGHTON RD,CLAYTON,3168,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.13613243 -37.92876471),Monash - South-West
36140581,BARSOCCHINI PTY LTD,ANTIPASTI DELI CAFE,Limited Licence,Limited licence,Bottle shop,YARRAVILLE,-37.816568,144.881868,"SHOP 5A, 1 HIGH STREET",YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.881868 -37.816568),Maribyrnong
36140662,SENGUPTA SOURAY,MSV GLOBAL SERVICES,Limited Licence,Limited licence,Bottle shop,CAROLINE SPRINGS,-37.72355855,144.73343829,22 BOTANICAL DRIVE,CAROLINE SPRINGS,3023,MELTON CITY COUNCIL,NORTH WEST,Regional,N,POINT (144.73343829 -37.72355855),Melton - East
36140670,FERNTREE GULLY EAGLES FOOTBALL CLUB INC,FERNTREE GULLY EAGLES FOOTBALL CLUB INC,Limited Licence,Limited licence,Bottle shop,FERNTREE GULLY,-37.89256211,145.2914366,P O BOX 1154,FERNTREE GULLY,3156,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.2914366 -37.89256211),Knox - North-East
36140777,VRANKEN-POMMERY AUSTRALIA PTY LTD,VRANKEN-POMMERY AUSTRALIA PTY LTD,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81458604,144.97142683,L 1 63 EXHIBITION ST,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.97142683 -37.81458604),Melbourne - Inner
36140808,K M INTERNATIONAL GROUP PTY LTD,SUNNY'S BOUTIQUE,Limited Licence,Limited licence,Bottle shop,CARNEGIE,-37.88924163,145.04970684,U 3 12 YENDON RD,CARNEGIE,3163,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.04970684 -37.88924163),Glen Eira - Caulfield
36140939,VICTORIAN GAME FISHING CLUB INC,VICTORIAN GAME FISHING CLUB,Limited Licence,Limited licence,Bottle shop,EDITHVALE,-38.033693,145.106354,186 STATION ST,EDITHVALE,3196,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.106354 -38.033693),Kingston - South
36140971,IVARA PTY LTD,SAKI SOUVLAKI,Limited Licence,Limited licence,Bottle shop,CHELTENHAM,-37.971182,145.086516,U 1 63 GRANGE RD,CHELTENHAM,3192,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.086516 -37.971182),Kingston - North
36141024,WATSONIA HEIGHTS FC INC,WATSONIA HEIGHT FC,Limited Licence,Limited licence,Bottle shop,WATSONIA,-37.714178000000004,145.092512,PO BOX 148,WATSONIA,3087,BANYULE CITY COUNCIL,Metro North,Metro,N,POINT (145.092512 -37.714178),Banyule - North
36141147,BARUT NAZIF KEMAL,LEZZET,Limited Licence,Limited licence,Bottle shop,ELWOOD,-37.87287872,144.98964005,77-81 BRIGHTON RD,ELWOOD,3184,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.98964005 -37.87287872),Port Phillip - St Kilda
36141210,25 BURGERS PTY LTD,ROYAL STACKS,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81762278,144.95838184,"G02, 470 COLLINS STREET",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.95838184 -37.81762278),Melbourne - Inner
36139043,INTERLUDE PATISSERIE PTY LTD,INTERLUDE PATISSERIE PTY LTD,Limited Licence,Limited licence,Bottle shop,MOUNT WAVERLEY,-37.86244387,145.11353200000002,9 ESSEX ROAD,MOUNT WAVERLEY,3149,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.113532 -37.86244387),Monash - Waverley West
36139069,DONCASTER CRICKET CLUB INC,DONCASTER CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,DONCASTER EAST,-37.78810551,145.1514314,8 RICKY COURT,BUNDOORA,3083,MANNINGHAM CITY COUNCIL,Metro East,Metro,N,POINT (145.1514314 -37.78810551),Manningham - West
36139124,EASTCO PTY LTD,COHEN & VINE,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.85702743,144.98353390000003,PO BOX 2573,CAULFIELD JUNCTION,3161,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9835339 -37.85702743),Port Phillip - St Kilda
36139140,THE TETLEY'S COMPANY PTY LTD,HERON TOWER BEVERAGES,Limited Licence,Limited licence,Bottle shop,SOUTH MELBOURNE,-37.83136270000001,144.9633871,60-62 TOPE STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9633871 -37.8313627),Port Phillip - West
36139386,THE WINE COMPANY PTY LTD,THE WINE COMPANY,Limited Licence,Limited licence,Bottle shop,MOUNT WAVERLEY,-37.89371861,145.1296439,6 EXPO COURT,MOUNT WAVERLEY,3149,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.1296439 -37.89371861),Monash - Waverley West
36139394,PRESTON BULLANTS AMATEUR FOOTBALL CLUB INC.,PRESTON BULLANTS AMATEUR FOOTBALL CLUB,Limited Licence,Limited licence,Bottle shop,PRESTON,-37.73419162,145.022475,19 BELL STREET,FITZROY,3065,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.022475 -37.73419162),Darebin - Preston
36139417,BARTH ST PTY LTD,YOUR PRIVATE CHEF CATERING AND EVENTS,Limited Licence,Limited licence,Bottle shop,PRAHRAN,-37.85361359,145.0071816,2/567 HIGH STREET,PRAHRAN,3181,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.0071816 -37.85361359),Stonnington - Prahran
36139425,ARMENTANO STEPHANE HENRI,SMALL FRENCH BAR,Limited Licence,Limited licence,Bottle shop,FOOTSCRAY,-37.79952056,144.8992689,3/158 BARKLY STREET,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.8992689 -37.79952056),Maribyrnong
36139441,METHODIST LADIES COLLEGE LIMITED,METHODIST LADIES' COLLEGE,Limited Licence,Limited licence,Bottle shop,KEW,-37.81472962,145.0385356,KROME DINING ROOM 207 BARKERS ROAD,KEW,3101,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0385356 -37.81472962),Boroondara  - Kew
36139491,BLAK DOT GALLERY INC,BLAK DOT GALLERY,Limited Licence,Limited licence,Bottle shop,BRUNSWICK,-37.77067884,144.96059019999998,11 CLARENCE STREET,BRUNSWICK EAST,3057,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.9605902 -37.77067884),Moreland - Brunswick
36139598,VODKA PLUS PTY LTD,VODKA PLUS,Limited Licence,Limited licence,Bottle shop,DANDENONG SOUTH,-38.04888824,145.2119501,PO BOX 462,PORT MELBOURNE,3207,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.2119501 -38.04888824),Gr. Dandenong Bal
36139603,RESERVOIR CRICKET CLUB INC,RESERVOIR CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,RESERVOIR,-37.6991968,145.0114081,DONATH RESERVE WEST PAVILION JOHNSON STREET,RESERVOIR,3073,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.0114081 -37.6991968),Darebin - Preston
36139695,MADDEN-GREY SIMONE,HAPPY WINE WOMAN,Limited Licence,Limited licence,Bottle shop,PRAHRAN,-37.850791,144.99093,13 PERCY ST,PRAHRAN,3181,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.99093 -37.850791),Stonnington - Prahran
36139726,TACO BILL SM PTY LTD,TACO BILL MEXICAN CANTINA,Limited Licence,Limited licence,Bottle shop,SOUTH MELBOURNE,-37.83614665,144.96228280000003,888 PRINCES HIGHWAY,SPRINGVALE,3171,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9622828 -37.83614665),Port Phillip - West
36139768,LANEWAY GREENS PTY LTD,LANEWAY GREENS,Limited Licence,Limited licence,Bottle shop,MELBOURNE SOUTH,-37.84658422,144.978855,"LEVEL 13, 564 ST KILDA ROAD",MELBOURNE SOUTH,3004,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.978855 -37.84658422),Port Phillip - West
36139831,BRANSGROVE JOHN GEOFFREY,GOODIES IN A BOX,Limited Licence,Limited licence,Bottle shop,HIGHETT,-37.947914000000004,145.040552,1 TRAIN STREET,HIGHETT,3190,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.040552 -37.947914),Bayside  - South
36140010,BENNNY842 PTY LTD,BURGER BOSS,Limited Licence,Limited licence,Bottle shop,HIGHETT,-37.94914549,145.04402338,334A HIGHETT RD,HIGHETT,3190,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.04402338 -37.94914549),Kingston - North
36140052,MIZUNARA PTY LTD,WHISKY DIRECT,Limited Licence,Limited licence,Bottle shop,MALVERN,-37.855435,145.0389,29 ALICE ST,MALVERN,3144,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.0389 -37.855435),Stonnington - Malvern
36137790,CITY OF PORT PHILLIP,NEFF MARKET KITCHEN,Limited Licence,Limited licence,Bottle shop,SOUTH MELBOURNE,-37.83228839,144.9564002,STALL 90 116 CECIL STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9564002 -37.83228839),Port Phillip - West
36137897,LITTLE DUCK TRADING PTY LTD,LITTLE DUCK TRADING,Limited Licence,Limited licence,Bottle shop,SPRINGVALE,-37.93730523,145.1677483,10 DOWLING AVENUE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.1677483 -37.93730523),Gr. Dandenong Bal
36137936,JOHNSAL PTY LTD,SALZANO DELICATESSEN,Limited Licence,Limited licence,Bottle shop,BALWYN NORTH,-37.79254983,145.0712694,73 DONCASTER ROAD,BALWYN NORTH,3104,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0712694 -37.79254983),Boroondara  - Camberwell N.
36138013,FOOTSCRAY BOAT CLUB INC,FOOTSCRAY BOAT CLUB,Limited Licence,Limited licence,Bottle shop,FOOTSCRAY,-37.79134152,144.9018572,PO BOX 269,ASCOT VALE,3032,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.9018572 -37.79134152),Maribyrnong
36138241,DRINK DRANK PTY LTD,THE TENDER BAR AGENCY,Limited Licence,Limited licence,Bottle shop,CARLTON,-37.79651379,144.9704552,415-421 RATHDOWNE STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9704552 -37.79651379),Port Phillip - West
36138437,WMM PTY LTD,BAR HUMBUG,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81542114,144.95500159999997,586 LITTLE BOURKE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9550016 -37.81542114),Melbourne - Inner
36138479,ACE INT. PTY LTD,TWO HANDS BAR,Limited Licence,Limited licence,Bottle shop,ABBOTSFORD,-37.80986127,144.9951507,311A VICTORIA STREET,ABBOTSFORD,3067,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9951507 -37.80986127),Yarra - North
36138762,LIONTAM PTY LTD,PRONTO EATALIANO CRAIGIEBURN,Limited Licence,Limited licence,Bottle shop,CRAIGIEBURN,-37.597839799999996,144.94159989,SHOP 41 10 CRAIGIEBURNE ROAD,CRAIGIEBURN,3064,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.94159989 -37.5978398),Hume - Craigieburn
36138770,PENBURY RIDGE PTY LTD,THE HOUSE OF GOLF RINGWOOD,Limited Licence,Limited licence,Bottle shop,RINGWOOD,-37.81695018,145.22414469999998,84 MAROONDAH HIGHWAY,RINGWOOD,3134,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.2241447 -37.81695018),Maroondah - Ringwood
36138851,MARK JORDAN & ASSOCIATES PTY LTD,TRADEMARK WINES,Limited Licence,Limited licence,Bottle shop,FERNTREE GULLY,-37.875173,145.269467,91 LINDA CRESCENT,FERNTREE GULLY,3156,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.269467 -37.875173),Knox - North-East
36139027,KNOX FOOTBALL CLUB INC,KNOX FOOTBALL CLUB,Limited Licence,Limited licence,Bottle shop,WANTIRNA SOUTH,-37.88114501,145.2294167,PO BOX 4472 KNOX CITY CENTRE,WANTIRNA SOUTH,3152,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.2294167 -37.88114501),Knox - North-West
36136485,BASILICO ALBERT PARK PTY LTD,BASILICO ALBERT PARK,Limited Licence,Limited licence,Bottle shop,ALBERT PARK,-37.840892100000005,144.95425930000002,180 BRIDPORT STREET,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9542593 -37.8408921),Port Phillip - West
36136613,GOWANBRAE VILLAGE SERVICES ASSOCIATION INC,GOWANBRAE VILLAGE SERVICES ASSOCIATION,Limited Licence,Limited licence,Bottle shop,GOWANBRAE,-37.70906879,144.89157509999998,1A GOWANBRAE DRIVE,GOWANBRAE,3043,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.8915751 -37.70906879),Moreland - North
36136639,HADFIELD SPORTING CLUB INC,HADFIELD SPORTING CLUB,Limited Licence,Limited licence,Bottle shop,GLENROY,-37.70474779,144.9535592,PO BOX 913,MERLYNSTON,3058,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.9535592 -37.70474779),Moreland - North
36136663,CARBONE ANTONIO,CARBONE'S CAFE,Limited Licence,Limited licence,Bottle shop,TAYLORS LAKES,-37.70194065,144.799909,89 VICTORY STREET,KEILOR PARK,3042,BRIMBANK CITY COUNCIL,Metro West,Metro,N,POINT (144.799909 -37.70194065),Brimbank  - Keilor
36136689,MEXICOCINA PTY LTD,CHILANGOS MEXICAN CANTINA,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81539494,144.9572845,26 POPLAR BOULEVARD,TARNEIT,3029,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9572845 -37.81539494),Melbourne - Inner
36136728,NUNAWADING CRICKET CLUB,NUNAWADING CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,NUNAWADING,-37.84374879,145.16469386,PO BOX 100,FOREST HILL,3131,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.16469386 -37.84374879),Whitehorse  - Nunawading W.
36136760,BLACK ROCK FOOTBALL CLUB INC,DONALD MCDONALD RESERVE,Limited Licence,Limited licence,Bottle shop,BLACK ROCK,-37.98145772,145.02608869999997,PO BOX 60,BLACK ROCK,3193,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0260887 -37.98145772),Bayside  - South
36136841,STRONG WATER PTY LTD,STRONG WATER PTY LTD,Limited Licence,Limited licence,Bottle shop,THORNBURY,-37.75801691,145.0025535,25 GOOCH STREET,THORNBURY,3071,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.0025535 -37.75801691),Darebin- Northcote
36137091,YOULDEN-PARKVILLE CRICKET CLUB INC,YOULDEN-PARKVILLE CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,PARKVILLE,-37.77765059,144.95454740000002,6/12 WALKER STREET,BRUNSWICK WEST,3055,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9545474 -37.77765059),Port Phillip - West
36137237,HARRIS DARREN ANTHONY,DARREN HARRIS,Limited Licence,Limited licence,Bottle shop,SOUTH YARRA,-37.841265,144.998002,36 CLARA STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.998002 -37.841265),Stonnington - Prahran
36137245,VINO JAPAN PTY LTD,VINO JAPAN PTY LTD,Limited Licence,Limited licence,Bottle shop,WEST MELBOURNE,-37.811644799999996,144.9520852,38 JEFFCOTT STREET,WEST MELBOURNE,3003,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9520852 -37.8116448),Port Phillip - West
36137287,12 SMITH ST PTY LTD,12 SMITH STREET,Limited Licence,Limited licence,Bottle shop,COLLINGWOOD,-37.80795903,144.9829655,12 SMITH STREET,COLLINGWOOD,3066,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9829655 -37.80795903),Yarra - North
36137295,O'DONNELL TIMOTHY JOHN,PRIVATE DINING ROOM,Limited Licence,Limited licence,Bottle shop,WINDSOR,-37.85682125,144.99573859999998,16 HORNBY STREET,WINDSOR,3181,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.9957386 -37.85682125),Stonnington - Prahran
36137350,BIANCO ANDREW PETER,TRAM86,Limited Licence,Limited licence,Bottle shop,PRESTON,-37.7309852,145.0141924,206 TYLER STREET,PRESTON,3072,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.0141924 -37.7309852),Darebin - Preston
36137392,CORNERSTONE PARTNERSHIP PTY LTD,DELIVER ME DRINKS,Limited Licence,Limited licence,Bottle shop,CANTERBURY,-37.830271,145.07674,161 PROSPECT HILL ROAD,CANTERBURY,3126,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.07674 -37.830271),Boroondara  - Camberwell S.
36137407,GURUNG LAXMI,THE KATHMANDU COTTAGE,Limited Licence,Limited licence,Bottle shop,WEST MELBOURNE,-37.80538188,144.9498293,349 VICTORIA STREET,WEST MELBOURNE,3003,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9498293 -37.80538188),Port Phillip - West
36137449,THE EVERLEIGH MELBOURNE PTY LTD,THE EVERLEIGH MELBOURNE,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.80615651,144.97968400000002,LEVEL 1 150-156 GERTRUDE STREET,FITZROY,3065,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.979684 -37.80615651),Yarra - North
36137588,THE SPACE AGENCY AUSTRALIA PTY LTD,THE SPACE AGENCY,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.80936372,144.9775935,"LEVEL 4, 80 MARKET STREET",SOUTH MELBOURNE,3205,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9775935 -37.80936372),Port Phillip - West
36137627,RMT8 PTY LTD,ST DOMENICO PIZZA BAR,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.81949296,145.0058267,428 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.0058267 -37.81949296),Yarra - Richmond
36137708,BIJL FRANCISCUS,GRAPELOVERS,Limited Licence,Limited licence,Bottle shop,BRIGHTON,-37.92681797,145.0031848,29 CHAMPION STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0031848 -37.92681797),Bayside  - Brighton
36137782,MELBOURNE UNIVERSITY SOCCER CLUB INC,NORTHERN PAVILION - PRINCES PARK,Limited Licence,Limited licence,Bottle shop,CARLTON NORTH,-37.78561765,144.9604007,200-590 ROYAL PARADE,CARLTON NORTH,3054,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9604007 -37.78561765),Port Phillip - West
36135683,BURWOOD RESTAURANT PTY LTD,MRS ROBINSON BAR & BISTRO,Limited Licence,Limited licence,Bottle shop,BURWOOD,-37.84873006,145.1143295,LEVEL 1 BUILDING BC DEAKIN UNIVERSITY 213-243 BURWOOD HIGHWAY,BURWOOD,3125,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.1143295 -37.84873006),Whitehorse - Box Hill
36135691,CAMBERWELL RESTAURANT PTY LTD,FIRECHIEF,Limited Licence,Limited licence,Bottle shop,HAWTHORN EAST,-37.82958973,145.0549806,169 CAMBERWELL ROAD,HAWTHORN EAST,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0549806 -37.82958973),Boroondara  - Hawthorn
36135714,SOUTH WHARF PTY LTD,BANGPOP,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.82415918,144.9507142,35 SOUTH WHARF PROMENADE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9507142 -37.82415918),Melbourne - Southbank - Docklands
36135730,MURRINDINDI VINEYARDS PTY LTD,MURRINDINDI VINEYARDS,Limited Licence,Limited licence,Bottle shop,KEW,-37.80327052,145.0569032,10 GOLDTHORNS AVENUE,KEW,3101,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0569032 -37.80327052),Boroondara  - Kew
36135829,BOUTIQUE BEERS PTY LTD,BOUTIQUE BEERS,Limited Licence,Limited licence,Bottle shop,CRAIGIEBURN,-37.60662573,144.9408774,6 HARPER CLOSE,CRAIGIEBURN,3064,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.9408774 -37.60662573),Hume - Craigieburn
36135861,JAGDEV HOLDINGS PTY LTD,THE LOCAL DROP,Limited Licence,Limited licence,Bottle shop,BRUNSWICK,-37.75713943,144.9709813,91 DAVIES STREET,BRUNSWICK,3056,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.9709813 -37.75713943),Moreland - Brunswick
36135976,J AND P HOSPITALITY PTY LTD,CRUST GOURMET PIZZA BAR FITZROY,Limited Licence,Limited licence,Bottle shop,COLLINGWOOD,-37.79857974,144.9844891,350 SMITH STREET,COLLINGWOOD,3066,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9844891 -37.79857974),Yarra - North
